"year";"species";"region";"area";"code";"sample";"N.sqmeter"
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-3";20
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-4";10
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-5";10
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-6";50
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-7";10
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-8";40
2005;"Macoma balthica";"East Murman";"DZ";"DZ";"M-9";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"I-2";30
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"II-2";30
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"II-3";60
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"III-1";60
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"III-2";120
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"III-3";60
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-1";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-11";30
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-13";90
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-14";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-15";70
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-16";60
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-17";20
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-18";40
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-19";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-2";20
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-20";110
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-21";50
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-22";60
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-23";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-24";20
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-25";40
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-3";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-5";30
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-6";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-7";10
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-8";0
2006;"Macoma balthica";"East Murman";"DZ";"DZ";"M-9";10
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"10m2";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"10m3";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"11m1";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"11m3";120
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"12m1";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"12m2";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"12m3";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"1m1";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"1m3";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"2m1";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"2m2";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"2m3";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"3m1";150
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"3m2";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"4m1";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"4m2";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"5m1";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"5m3";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"6m2";90
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"6m3";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"7m1";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"7m3";120
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"8m2";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"8m3";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"9m1";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"9m2";60
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"9m3";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"I-1";150
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"I-2";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"II-2";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"III-1";30
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"III-2";150
2007;"Macoma balthica";"East Murman";"DZ";"DZ";"III-3";120
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"13m1";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"13m2";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"13m3";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"14m1";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"14m2";120
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"14m3";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"15m1";180
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"15m3";120
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"16m3";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"17m1";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"17m2";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"17m3";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"18m1";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"18m3";120
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"19m1";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"19m2";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"19m3";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"20m2";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"20m3";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"21m1";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"21m2";150
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"21m3";120
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"22m1";180
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"22m2";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"22m3";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"23m1";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"23m2";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"23m3";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"24m1";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"24m2";30
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";6;30
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";7;60
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";8;0
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";9;0
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";10;30
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";1;90
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";2;150
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";3;120
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";4;120
2008;"Macoma balthica";"East Murman";"Gavrilovo";"GV";5;210
2008;"Macoma balthica";"East Murman";"Ivanovskaya";"IV";1;1100
2008;"Macoma balthica";"East Murman";"Ivanovskaya";"IV";2;1440
2008;"Macoma balthica";"East Murman";"Ivanovskaya";"IV";3;1100
2008;"Macoma balthica";"East Murman";"Ivanovskaya";"IV";4;1080
2008;"Macoma balthica";"East Murman";"Ivanovskaya";"IV";5;1320
2007;"Macoma balthica";"Kola bay";"Pala";"PL";1;840
2007;"Macoma balthica";"Kola bay";"Pala";"PL";2;600
2007;"Macoma balthica";"Kola bay";"Pala";"PL";3;900
2007;"Macoma balthica";"Kola bay";"Pala";"PL";4;810
2007;"Macoma balthica";"Kola bay";"Pala";"PL";5;990
2007;"Macoma balthica";"Kola bay";"Pala";"PL";6;1080
2007;"Macoma balthica";"Kola bay";"Pala";"PL";7;1260
2007;"Macoma balthica";"Kola bay";"Pala";"PL";8;600
2007;"Macoma balthica";"Kola bay";"Pala";"PL";9;1380
2007;"Macoma balthica";"Kola bay";"Pala";"PL";10;1380
2007;"Macoma balthica";"Kola bay";"Pala";"PL";11;1170
2007;"Macoma balthica";"Kola bay";"Pala";"PL";12;630
2007;"Macoma balthica";"Kola bay";"Pala";"PL";13;840
2007;"Macoma balthica";"Kola bay";"Pala";"PL";14;1350
2007;"Macoma balthica";"Kola bay";"Pala";"PL";15;690
2007;"Macoma balthica";"Kola bay";"Pala";"PL";16;450
2008;"Macoma balthica";"Kola bay";"Pala";"PL";1;2310
2008;"Macoma balthica";"Kola bay";"Pala";"PL";2;2190
2008;"Macoma balthica";"Kola bay";"Pala";"PL";3;1770
2008;"Macoma balthica";"Kola bay";"Pala";"PL";4;1800
2008;"Macoma balthica";"Kola bay";"Pala";"PL";5;2520
2008;"Macoma balthica";"Kola bay";"Pala";"PL";6;1290
2008;"Macoma balthica";"Kola bay";"Pala";"PL";7;990
2008;"Macoma balthica";"Kola bay";"Pala";"PL";8;1830
2008;"Macoma balthica";"Kola bay";"Pala";"PL";9;870
2008;"Macoma balthica";"Kola bay";"Pala";"PL";10;870
2007;"Macoma balthica";"Kola bay";"Pala";"PL";1;1200
2007;"Macoma balthica";"Kola bay";"Pala";"PL";2;510
2007;"Macoma balthica";"Kola bay";"Pala";"PL";3;1560
2007;"Macoma balthica";"Kola bay";"Pala";"PL";4;960
2007;"Macoma balthica";"Kola bay";"Pala";"PL";5;840
2007;"Macoma balthica";"Kola bay";"Pala";"PL";6;720
2007;"Macoma balthica";"Kola bay";"Pala";"PL";7;630
2007;"Macoma balthica";"Kola bay";"Pala";"PL";8;930
2007;"Macoma balthica";"Kola bay";"Pala";"PL";9;540
2007;"Macoma balthica";"Kola bay";"Pala";"PL";10;750
2007;"Macoma balthica";"Kola bay";"Pala";"PL";11;720
2007;"Macoma balthica";"Kola bay";"Pala";"PL";12;600
2007;"Macoma balthica";"Kola bay";"Pala";"PL";13;600
2007;"Macoma balthica";"Kola bay";"Pala";"PL";14;420
2007;"Macoma balthica";"Kola bay";"Pala";"PL";15;360
2007;"Macoma balthica";"Kola bay";"Pala";"PL";16;810
2007;"Macoma balthica";"Kola bay";"Pala";"PL";17;510
2007;"Macoma balthica";"Kola bay";"Pala";"PL";18;300
2007;"Macoma balthica";"Kola bay";"Pala";"PL";19;840
2007;"Macoma balthica";"Kola bay";"Pala";"PL";20;660
2007;"Macoma balthica";"Kola bay";"Pala";"PL";21;780
2007;"Macoma balthica";"Kola bay";"Pala";"PL";22;1350
2007;"Macoma balthica";"Kola bay";"Pala";"PL";23;1320
2007;"Macoma balthica";"Kola bay";"Pala";"PL";24;630
2007;"Macoma balthica";"Kola bay";"Pala";"PL";25;1260
2007;"Macoma balthica";"Kola bay";"Pala";"PL";26;1650
2007;"Macoma balthica";"Kola bay";"Pala";"PL";27;1440
2007;"Macoma balthica";"Kola bay";"Pala";"PL";28;630
2007;"Macoma balthica";"Kola bay";"Pala";"PL";29;660
2007;"Macoma balthica";"Kola bay";"Pala";"PL";30;1350
2007;"Macoma balthica";"Kola bay";"Pala";"PL";31;600
2007;"Macoma balthica";"Kola bay";"Pala";"PL";32;720
2007;"Macoma balthica";"Kola bay";"Pala";"PL";33;540
2007;"Macoma balthica";"Kola bay";"Pala";"PL";34;420
2007;"Macoma balthica";"Kola bay";"Pala";"PL";35;210
2007;"Macoma balthica";"Kola bay";"Pala";"PL";36;420
2008;"Macoma balthica";"Kola bay";"Pala";"PL";1;520
2008;"Macoma balthica";"Kola bay";"Pala";"PL";2;520
2008;"Macoma balthica";"Kola bay";"Pala";"PL";3;1360
2008;"Macoma balthica";"Kola bay";"Pala";"PL";4;1080
2008;"Macoma balthica";"Kola bay";"Pala";"PL";5;800
2008;"Macoma balthica";"Kola bay";"Pala";"PL";6;1140
2008;"Macoma balthica";"Kola bay";"Pala";"PL";7;840
2008;"Macoma balthica";"Kola bay";"Pala";"PL";8;820
2008;"Macoma balthica";"Kola bay";"Pala";"PL";9;280
2008;"Macoma balthica";"Kola bay";"Pala";"PL";10;1960
2008;"Macoma balthica";"Kola bay";"Pala";"PL";11;180
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";1;90
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";2;0
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";3;120
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";4;90
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";5;60
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";6;0
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";7;120
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";8;30
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";9;60
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";10;30
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";11;60
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";12;150
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";13;120
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";14;150
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";15;120
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";16;30
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";17;90
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";18;210
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";19;30
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";20;30
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";21;120
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";22;150
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";23;150
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";24;60
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";25;270
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";26;90
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";27;90
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";28;0
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";29;90
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";30;90
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";31;60
2007;"Macoma balthica";"East Murman";"Porchnikha";"PR";32;30
2008;"Macoma balthica";"East Murman";"Porchnikha";"PR";1;30
2008;"Macoma balthica";"East Murman";"Porchnikha";"PR";2;30
2008;"Macoma balthica";"East Murman";"Porchnikha";"PR";3;90
2008;"Macoma balthica";"East Murman";"Porchnikha";"PR";4;90
2008;"Macoma balthica";"East Murman";"Porchnikha";"PR";5;60
2008;"Macoma balthica";"East Murman";"Shelpino";"SH";6;60
2008;"Macoma balthica";"East Murman";"Shelpino";"SH";7;90
2008;"Macoma balthica";"East Murman";"Shelpino";"SH";8;0
2008;"Macoma balthica";"East Murman";"Shelpino";"SH";9;0
2008;"Macoma balthica";"East Murman";"Shelpino";"SH";10;30
2008;"Macoma balthica";"East Murman";"Shelpino";"SH";1;90
2008;"Macoma balthica";"East Murman";"Shelpino";"SH";2;60
2008;"Macoma balthica";"East Murman";"Shelpino";"SH";3;30
2008;"Macoma balthica";"East Murman";"Shelpino";"SH";4;30
2008;"Macoma balthica";"East Murman";"Shelpino";"SH";5;60
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";1;120
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";2;150
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";3;90
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";4;0
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";5;90
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";6;180
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";7;60
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";8;0
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";9;30
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";10;30
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";11;30
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";12;0
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";13;180
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";14;90
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";15;0
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";16;90
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";17;30
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";18;90
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";19;60
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";20;30
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";21;30
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";22;120
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";23;0
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";24;60
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";25;60
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";26;60
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";27;210
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";28;0
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";29;90
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";30;120
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";31;150
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";32;120
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";33;60
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";34;0
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";35;60
2007;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";36;30
2008;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";1;570
2008;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";2;330
2008;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";3;360
2008;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";4;330
2008;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";5;480
2008;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";6;300
2008;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";7;60
2008;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";8;960
2008;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";9;240
2008;"Macoma balthica";"East Murman";"Yarnyshnaya";"YA";10;240
2005;"Macoma balthica";"Kola bay";"Abram";"AB";"mk31";2830
2005;"Macoma balthica";"Kola bay";"Abram";"AB";"mk32";3870
2005;"Macoma balthica";"Kola bay";"Nagornoe";"NG";"mk33";480
2005;"Macoma balthica";"Kola bay";"Nagornoe";"NG";"mk34";300
2005;"Macoma balthica";"Kola bay";"Retinskoe";"RT";"mk35";960
2005;"Macoma balthica";"Kola bay";"Retinskoe";"RT";"mk36";360
2005;"Macoma balthica";"West Murman";"Ura";"UR";"ura1";1720
2005;"Macoma balthica";"West Murman";"Ura";"UR";"ura2";730
2005;"Macoma balthica";"West Murman";"Ura";"UR";"ura3";1350
2008;"Macoma balthica";"East Murman";"DZ";"DZ";1;30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";2;90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";3;60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";4;30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";5;0
2008;"Macoma balthica";"East Murman";"DZ";"DZ";6;0
2008;"Macoma balthica";"East Murman";"DZ";"DZ";7;30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";8;0
2008;"Macoma balthica";"East Murman";"DZ";"DZ";9;30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";10;30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";1;30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";2;60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";3;30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";4;60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";5;30
2005;"Macoma balthica";"West Murman";"Pechenga";"PG";1;600
2005;"Macoma balthica";"West Murman";"Pechenga";"PG";2;1200
2005;"Macoma balthica";"West Murman";"Pechenga";"PG";3;500
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"1m1";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"1m2";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"1m3";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"2m1";0
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"2m2";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"2m3";180
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"3m1";120
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"3m2";210
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"3m3";0
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"4m1";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"4m2";0
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"4m3";120
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"5m1";0
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"5m2";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"5m3";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"6m1";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"6m2";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"6m3";150
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"7m1";120
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"7m2";120
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"7m3";210
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"8m1";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"8m2";0
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"8m3";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"9m1";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"9m2";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"9m3";120
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"10m1";0
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"10m2";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"10m3";270
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"11m1";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"11m2";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"11m3";90
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"12m1";60
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"12m2";30
2008;"Macoma balthica";"East Murman";"DZ";"DZ";"12m3";90
